Dealer_Up,Drawn_Cards,Num_of_Hits,Did_YOU_Win
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Spades', '7 of Diamonds', '3 of Clubs', '5 of Hearts', '2 of Clubs', '8 of Hearts', '4 of Hearts', '10 of Diamonds', '6 of Spades', 'Queen of Hearts', '2 of Hearts', 'Queen of Clubs', 'King of Spades']",0,1
Jack of Spades,"['Jack of Spades', 'Queen of Hearts', '2 of Diamonds', '8 of Diamonds', 'King of Diamonds', 'Ace of Spades', '8 of Clubs', 'King of Hearts', '7 of Clubs', '7 of Spades', 'Queen of Clubs']",121,0
Jack of Spades,"['Jack of Spades', 'Queen of Hearts', '2 of Diamonds', '8 of Diamonds', 'King of Diamonds', 'Ace of Spades', '8 of Clubs', 'King of Hearts', '7 of Clubs', '7 of Spades', 'Queen of Clubs', '6 of Hearts']",86,0
Jack of Spades,"['Jack of Spades', 'Queen of Hearts', '2 of Diamonds', '8 of Diamonds', 'King of Diamonds', 'Ace of Spades', '8 of Clubs', 'King of Hearts', '7 of Clubs', '7 of Spades', 'Queen of Clubs', '6 of Hearts']",0,0
Jack of Spades,"['Jack of Spades', 'Queen of Hearts', '2 of Diamonds', '8 of Diamonds', 'King of Diamonds', 'Ace of Spades', '8 of Clubs', 'King of Hearts', '7 of Clubs', '7 of Spades', 'Queen of Clubs', '6 of Hearts']",39,0
Jack of Spades,"['Jack of Spades', 'Queen of Hearts', '2 of Diamonds', '8 of Diamonds', 'King of Diamonds', 'Ace of Spades', '8 of Clubs', 'King of Hearts', '7 of Clubs', '7 of Spades', 'Queen of Clubs', '6 of Hearts']",0,0
Queen of Hearts,"['Queen of Hearts', '6 of Spades', '9 of Hearts', '2 of Spades', 'Queen of Clubs', '4 of Diamonds', '3 of Spades', '6 of Hearts', '9 of Spades', '3 of Diamonds', '9 of Clubs']",122,0
Queen of Hearts,"['Queen of Hearts', '6 of Spades', '9 of Hearts', '2 of Spades', 'Queen of Clubs', '4 of Diamonds', '3 of Spades', '6 of Hearts', '9 of Spades', '3 of Diamonds', '9 of Clubs', '4 of Hearts']",87,0
Queen of Hearts,"['Queen of Hearts', '6 of Spades', '9 of Hearts', '2 of Spades', 'Queen of Clubs', '4 of Diamonds', '3 of Spades', '6 of Hearts', '9 of Spades', '3 of Diamonds', '9 of Clubs', '4 of Hearts', 'Jack of Hearts']",0,0
Queen of Hearts,"['Queen of Hearts', '6 of Spades', '9 of Hearts', '2 of Spades', 'Queen of Clubs', '4 of Diamonds', '3 of Spades', '6 of Hearts', '9 of Spades', '3 of Diamonds', '9 of Clubs', '4 of Hearts', 'Jack of Hearts']",40,0
Queen of Hearts,"['Queen of Hearts', '6 of Spades', '9 of Hearts', '2 of Spades', 'Queen of Clubs', '4 of Diamonds', '3 of Spades', '6 of Hearts', '9 of Spades', '3 of Diamonds', '9 of Clubs', '4 of Hearts', 'Jack of Hearts', '2 of Clubs']",0,0
5 of Diamonds,"['5 of Diamonds', 'Queen of Diamonds', '8 of Clubs', 'King of Clubs', '6 of Clubs', 'Ace of Diamonds', '5 of Spades', '4 of Spades', '9 of Clubs', 'Jack of Hearts', '4 of Diamonds']",122,0
5 of Diamonds,"['5 of Diamonds', 'Queen of Diamonds', '8 of Clubs', 'King of Clubs', '6 of Clubs', 'Ace of Diamonds', '5 of Spades', '4 of Spades', '9 of Clubs', 'Jack of Hearts', '4 of Diamonds']",87,0
5 of Diamonds,"['5 of Diamonds', 'Queen of Diamonds', '8 of Clubs', 'King of Clubs', '6 of Clubs', 'Ace of Diamonds', '5 of Spades', '4 of Spades', '9 of Clubs', 'Jack of Hearts', '4 of Diamonds']",0,0
5 of Diamonds,"['5 of Diamonds', 'Queen of Diamonds', '8 of Clubs', 'King of Clubs', '6 of Clubs', 'Ace of Diamonds', '5 of Spades', '4 of Spades', '9 of Clubs', 'Jack of Hearts', '4 of Diamonds']",40,0
5 of Diamonds,"['5 of Diamonds', 'Queen of Diamonds', '8 of Clubs', 'King of Clubs', '6 of Clubs', 'Ace of Diamonds', '5 of Spades', '4 of Spades', '9 of Clubs', 'Jack of Hearts', '4 of Diamonds']",0,0
8 of Hearts,"['8 of Hearts', '2 of Clubs', 'King of Hearts', '4 of Diamonds', 'Queen of Hearts', 'Jack of Diamonds', '4 of Hearts', '8 of Diamonds', 'Queen of Clubs', '3 of Diamonds', '9 of Clubs']",124,0
8 of Hearts,"['8 of Hearts', '2 of Clubs', 'King of Hearts', '4 of Diamonds', 'Queen of Hearts', 'Jack of Diamonds', '4 of Hearts', '8 of Diamonds', 'Queen of Clubs', '3 of Diamonds', '9 of Clubs', '2 of Spades', 'King of Clubs']",88,0
8 of Hearts,"['8 of Hearts', '2 of Clubs', 'King of Hearts', '4 of Diamonds', 'Queen of Hearts', 'Jack of Diamonds', '4 of Hearts', '8 of Diamonds', 'Queen of Clubs', '3 of Diamonds', '9 of Clubs', '2 of Spades', 'King of Clubs', 'Jack of Clubs']",0,0
8 of Hearts,"['8 of Hearts', '2 of Clubs', 'King of Hearts', '4 of Diamonds', 'Queen of Hearts', 'Jack of Diamonds', '4 of Hearts', '8 of Diamonds', 'Queen of Clubs', '3 of Diamonds', '9 of Clubs', '2 of Spades', 'King of Clubs', 'Jack of Clubs']",40,0
8 of Hearts,"['8 of Hearts', '2 of Clubs', 'King of Hearts', '4 of Diamonds', 'Queen of Hearts', 'Jack of Diamonds', '4 of Hearts', '8 of Diamonds', 'Queen of Clubs', '3 of Diamonds', '9 of Clubs', '2 of Spades', 'King of Clubs', 'Jack of Clubs']",0,0
8 of Diamonds,"['8 of Diamonds', '5 of Clubs', '6 of Hearts', '4 of Diamonds', '6 of Diamonds', '2 of Spades', '3 of Spades', '5 of Spades', '10 of Clubs', '8 of Spades', 'Ace of Spades']",125,1
8 of Diamonds,"['8 of Diamonds', '5 of Clubs', '6 of Hearts', '4 of Diamonds', '6 of Diamonds', '2 of Spades', '3 of Spades', '5 of Spades', '10 of Clubs', '8 of Spades', 'Ace of Spades', '9 of Clubs']",91,0
8 of Diamonds,"['8 of Diamonds', '5 of Clubs', '6 of Hearts', '4 of Diamonds', '6 of Diamonds', '2 of Spades', '3 of Spades', '5 of Spades', '10 of Clubs', '8 of Spades', 'Ace of Spades', '9 of Clubs', 'Ace of Hearts', '2 of Hearts', 'Jack of Spades']",0,0
8 of Diamonds,"['8 of Diamonds', '5 of Clubs', '6 of Hearts', '4 of Diamonds', '6 of Diamonds', '2 of Spades', '3 of Spades', '5 of Spades', '10 of Clubs', '8 of Spades', 'Ace of Spades', '9 of Clubs', 'Ace of Hearts', '2 of Hearts', 'Jack of Spades']",41,0
8 of Diamonds,"['8 of Diamonds', '5 of Clubs', '6 of Hearts', '4 of Diamonds', '6 of Diamonds', '2 of Spades', '3 of Spades', '5 of Spades', '10 of Clubs', '8 of Spades', 'Ace of Spades', '9 of Clubs', 'Ace of Hearts', '2 of Hearts', 'Jack of Spades', '10 of Hearts']",0,0
Ace of Hearts,"['Ace of Hearts', '7 of Spades', '2 of Diamonds', '10 of Diamonds', 'Ace of Clubs', '10 of Spades', '3 of Clubs', '8 of Clubs', '9 of Hearts', '6 of Spades', 'King of Clubs']",127,0
Ace of Hearts,"['Ace of Hearts', '7 of Spades', '2 of Diamonds', '10 of Diamonds', 'Ace of Clubs', '10 of Spades', '3 of Clubs', '8 of Clubs', '9 of Hearts', '6 of Spades', 'King of Clubs', '7 of Clubs', 'Jack of Hearts']",92,1
Ace of Hearts,"['Ace of Hearts', '7 of Spades', '2 of Diamonds', '10 of Diamonds', 'Ace of Clubs', '10 of Spades', '3 of Clubs', '8 of Clubs', '9 of Hearts', '6 of Spades', 'King of Clubs', '7 of Clubs', 'Jack of Hearts', 'Queen of Clubs']",0,1
Ace of Hearts,"['Ace of Hearts', '7 of Spades', '2 of Diamonds', '10 of Diamonds', 'Ace of Clubs', '10 of Spades', '3 of Clubs', '8 of Clubs', '9 of Hearts', '6 of Spades', 'King of Clubs', '7 of Clubs', 'Jack of Hearts', 'Queen of Clubs']",41,1
Ace of Hearts,"['Ace of Hearts', '7 of Spades', '2 of Diamonds', '10 of Diamonds', 'Ace of Clubs', '10 of Spades', '3 of Clubs', '8 of Clubs', '9 of Hearts', '6 of Spades', 'King of Clubs', '7 of Clubs', 'Jack of Hearts', 'Queen of Clubs']",0,1
King of Hearts,"['King of Hearts', 'Ace of Spades', 'Jack of Hearts', 'Jack of Spades', '10 of Hearts', '4 of Hearts', '3 of Hearts', '5 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', '4 of Diamonds']",128,1
King of Hearts,"['King of Hearts', 'Ace of Spades', 'Jack of Hearts', 'Jack of Spades', '10 of Hearts', '4 of Hearts', '3 of Hearts', '5 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', '4 of Diamonds', '6 of Clubs']",92,1
King of Hearts,"['King of Hearts', 'Ace of Spades', 'Jack of Hearts', 'Jack of Spades', '10 of Hearts', '4 of Hearts', '3 of Hearts', '5 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', '4 of Diamonds', '6 of Clubs']",0,1
King of Hearts,"['King of Hearts', 'Ace of Spades', 'Jack of Hearts', 'Jack of Spades', '10 of Hearts', '4 of Hearts', '3 of Hearts', '5 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', '4 of Diamonds', '6 of Clubs']",42,1
King of Hearts,"['King of Hearts', 'Ace of Spades', 'Jack of Hearts', 'Jack of Spades', '10 of Hearts', '4 of Hearts', '3 of Hearts', '5 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', '4 of Diamonds', '6 of Clubs', '2 of Clubs']",0,1
10 of Hearts,"['10 of Hearts', 'Queen of Spades', '7 of Hearts', '7 of Spades', '5 of Diamonds', '6 of Diamonds', 'Queen of Diamonds', '2 of Clubs', '6 of Spades', '10 of Spades', 'Ace of Hearts']",128,1
10 of Hearts,"['10 of Hearts', 'Queen of Spades', '7 of Hearts', '7 of Spades', '5 of Diamonds', '6 of Diamonds', 'Queen of Diamonds', '2 of Clubs', '6 of Spades', '10 of Spades', 'Ace of Hearts']",93,0
10 of Hearts,"['10 of Hearts', 'Queen of Spades', '7 of Hearts', '7 of Spades', '5 of Diamonds', '6 of Diamonds', 'Queen of Diamonds', '2 of Clubs', '6 of Spades', '10 of Spades', 'Ace of Hearts', '10 of Clubs']",0,1
10 of Hearts,"['10 of Hearts', 'Queen of Spades', '7 of Hearts', '7 of Spades', '5 of Diamonds', '6 of Diamonds', 'Queen of Diamonds', '2 of Clubs', '6 of Spades', '10 of Spades', 'Ace of Hearts', '10 of Clubs']",42,1
10 of Hearts,"['10 of Hearts', 'Queen of Spades', '7 of Hearts', '7 of Spades', '5 of Diamonds', '6 of Diamonds', 'Queen of Diamonds', '2 of Clubs', '6 of Spades', '10 of Spades', 'Ace of Hearts', '10 of Clubs']",0,1
3 of Diamonds,"['3 of Diamonds', '5 of Spades', 'Queen of Spades', 'Ace of Spades', '10 of Spades', '5 of Clubs', '3 of Clubs', '2 of Hearts', 'Ace of Diamonds', 'King of Hearts', '9 of Spades']",129,0
3 of Diamonds,"['3 of Diamonds', '5 of Spades', 'Queen of Spades', 'Ace of Spades', '10 of Spades', '5 of Clubs', '3 of Clubs', '2 of Hearts', 'Ace of Diamonds', 'King of Hearts', '9 of Spades', 'Queen of Hearts']",94,0
3 of Diamonds,"['3 of Diamonds', '5 of Spades', 'Queen of Spades', 'Ace of Spades', '10 of Spades', '5 of Clubs', '3 of Clubs', '2 of Hearts', 'Ace of Diamonds', 'King of Hearts', '9 of Spades', 'Queen of Hearts', '6 of Clubs']",0,0
3 of Diamonds,"['3 of Diamonds', '5 of Spades', 'Queen of Spades', 'Ace of Spades', '10 of Spades', '5 of Clubs', '3 of Clubs', '2 of Hearts', 'Ace of Diamonds', 'King of Hearts', '9 of Spades', 'Queen of Hearts', '6 of Clubs']",42,0
3 of Diamonds,"['3 of Diamonds', '5 of Spades', 'Queen of Spades', 'Ace of Spades', '10 of Spades', '5 of Clubs', '3 of Clubs', '2 of Hearts', 'Ace of Diamonds', 'King of Hearts', '9 of Spades', 'Queen of Hearts', '6 of Clubs']",0,0
Jack of Diamonds,"['Jack of Diamonds', '7 of Diamonds', '2 of Spades', '7 of Spades', '6 of Diamonds', 'Jack of Hearts', '3 of Diamonds', '6 of Spades', '10 of Spades', '8 of Spades', 'Jack of Clubs']",130,1
Jack of Diamonds,"['Jack of Diamonds', '7 of Diamonds', '2 of Spades', '7 of Spades', '6 of Diamonds', 'Jack of Hearts', '3 of Diamonds', '6 of Spades', '10 of Spades', '8 of Spades', 'Jack of Clubs', '10 of Diamonds']",95,0
Jack of Diamonds,"['Jack of Diamonds', '7 of Diamonds', '2 of Spades', '7 of Spades', '6 of Diamonds', 'Jack of Hearts', '3 of Diamonds', '6 of Spades', '10 of Spades', '8 of Spades', 'Jack of Clubs', '10 of Diamonds', 'King of Diamonds']",0,1
Jack of Diamonds,"['Jack of Diamonds', '7 of Diamonds', '2 of Spades', '7 of Spades', '6 of Diamonds', 'Jack of Hearts', '3 of Diamonds', '6 of Spades', '10 of Spades', '8 of Spades', 'Jack of Clubs', '10 of Diamonds', 'King of Diamonds']",42,1
Jack of Diamonds,"['Jack of Diamonds', '7 of Diamonds', '2 of Spades', '7 of Spades', '6 of Diamonds', 'Jack of Hearts', '3 of Diamonds', '6 of Spades', '10 of Spades', '8 of Spades', 'Jack of Clubs', '10 of Diamonds', 'King of Diamonds']",0,1
4 of Spades,"['4 of Spades', '10 of Hearts', '4 of Diamonds', '2 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '6 of Diamonds', '3 of Hearts', '8 of Diamonds', '2 of Hearts']",131,0
4 of Spades,"['4 of Spades', '10 of Hearts', '4 of Diamonds', '2 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '6 of Diamonds', '3 of Hearts', '8 of Diamonds', '2 of Hearts', '8 of Hearts']",96,0
4 of Spades,"['4 of Spades', '10 of Hearts', '4 of Diamonds', '2 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '6 of Diamonds', '3 of Hearts', '8 of Diamonds', '2 of Hearts', '8 of Hearts', '5 of Hearts']",0,0
4 of Spades,"['4 of Spades', '10 of Hearts', '4 of Diamonds', '2 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '6 of Diamonds', '3 of Hearts', '8 of Diamonds', '2 of Hearts', '8 of Hearts', '5 of Hearts']",43,0
4 of Spades,"['4 of Spades', '10 of Hearts', '4 of Diamonds', '2 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '6 of Diamonds', '3 of Hearts', '8 of Diamonds', '2 of Hearts', '8 of Hearts', '5 of Hearts', '3 of Diamonds']",0,0
9 of Clubs,"['9 of Clubs', 'Ace of Clubs', '5 of Hearts', 'Queen of Diamonds', '2 of Hearts', '9 of Diamonds', 'Jack of Clubs', '2 of Spades', 'Jack of Spades', 'King of Clubs', '6 of Hearts']",133,1
9 of Clubs,"['9 of Clubs', 'Ace of Clubs', '5 of Hearts', 'Queen of Diamonds', '2 of Hearts', '9 of Diamonds', 'Jack of Clubs', '2 of Spades', 'Jack of Spades', 'King of Clubs', '6 of Hearts', '3 of Diamonds', 'Jack of Diamonds']",98,0
9 of Clubs,"['9 of Clubs', 'Ace of Clubs', '5 of Hearts', 'Queen of Diamonds', '2 of Hearts', '9 of Diamonds', 'Jack of Clubs', '2 of Spades', 'Jack of Spades', 'King of Clubs', '6 of Hearts', '3 of Diamonds', 'Jack of Diamonds', '4 of Spades', '8 of Diamonds']",0,1
9 of Clubs,"['9 of Clubs', 'Ace of Clubs', '5 of Hearts', 'Queen of Diamonds', '2 of Hearts', '9 of Diamonds', 'Jack of Clubs', '2 of Spades', 'Jack of Spades', 'King of Clubs', '6 of Hearts', '3 of Diamonds', 'Jack of Diamonds', '4 of Spades', '8 of Diamonds']",43,1
9 of Clubs,"['9 of Clubs', 'Ace of Clubs', '5 of Hearts', 'Queen of Diamonds', '2 of Hearts', '9 of Diamonds', 'Jack of Clubs', '2 of Spades', 'Jack of Spades', 'King of Clubs', '6 of Hearts', '3 of Diamonds', 'Jack of Diamonds', '4 of Spades', '8 of Diamonds']",0,1
3 of Spades,"['3 of Spades', 'Queen of Spades', '2 of Hearts', '7 of Clubs', 'King of Diamonds', '10 of Clubs', 'Queen of Diamonds', 'King of Hearts', '9 of Diamonds', '10 of Spades', '4 of Clubs']",135,0
3 of Spades,"['3 of Spades', 'Queen of Spades', '2 of Hearts', '7 of Clubs', 'King of Diamonds', '10 of Clubs', 'Queen of Diamonds', 'King of Hearts', '9 of Diamonds', '10 of Spades', '4 of Clubs', 'Ace of Diamonds', '7 of Diamonds']",98,0
3 of Spades,"['3 of Spades', 'Queen of Spades', '2 of Hearts', '7 of Clubs', 'King of Diamonds', '10 of Clubs', 'Queen of Diamonds', 'King of Hearts', '9 of Diamonds', '10 of Spades', '4 of Clubs', 'Ace of Diamonds', '7 of Diamonds']",0,0
3 of Spades,"['3 of Spades', 'Queen of Spades', '2 of Hearts', '7 of Clubs', 'King of Diamonds', '10 of Clubs', 'Queen of Diamonds', 'King of Hearts', '9 of Diamonds', '10 of Spades', '4 of Clubs', 'Ace of Diamonds', '7 of Diamonds']",43,0
3 of Spades,"['3 of Spades', 'Queen of Spades', '2 of Hearts', '7 of Clubs', 'King of Diamonds', '10 of Clubs', 'Queen of Diamonds', 'King of Hearts', '9 of Diamonds', '10 of Spades', '4 of Clubs', 'Ace of Diamonds', '7 of Diamonds']",0,0
4 of Clubs,"['4 of Clubs', '2 of Spades', '5 of Hearts', 'Jack of Spades', '7 of Diamonds', '5 of Clubs', 'Jack of Clubs', '9 of Clubs', '7 of Clubs', '10 of Spades', '10 of Diamonds']",137,1
4 of Clubs,"['4 of Clubs', '2 of Spades', '5 of Hearts', 'Jack of Spades', '7 of Diamonds', '5 of Clubs', 'Jack of Clubs', '9 of Clubs', '7 of Clubs', '10 of Spades', '10 of Diamonds', '6 of Clubs', '8 of Hearts']",98,0
4 of Clubs,"['4 of Clubs', '2 of Spades', '5 of Hearts', 'Jack of Spades', '7 of Diamonds', '5 of Clubs', 'Jack of Clubs', '9 of Clubs', '7 of Clubs', '10 of Spades', '10 of Diamonds', '6 of Clubs', '8 of Hearts']",0,0
4 of Clubs,"['4 of Clubs', '2 of Spades', '5 of Hearts', 'Jack of Spades', '7 of Diamonds', '5 of Clubs', 'Jack of Clubs', '9 of Clubs', '7 of Clubs', '10 of Spades', '10 of Diamonds', '6 of Clubs', '8 of Hearts']",43,0
4 of Clubs,"['4 of Clubs', '2 of Spades', '5 of Hearts', 'Jack of Spades', '7 of Diamonds', '5 of Clubs', 'Jack of Clubs', '9 of Clubs', '7 of Clubs', '10 of Spades', '10 of Diamonds', '6 of Clubs', '8 of Hearts']",0,0
Jack of Diamonds,"['Jack of Diamonds', '9 of Clubs', '2 of Clubs', '5 of Hearts', 'Ace of Diamonds', '4 of Clubs', '7 of Clubs', 'Jack of Clubs', 'King of Hearts', '4 of Spades', '10 of Spades']",138,0
Jack of Diamonds,"['Jack of Diamonds', '9 of Clubs', '2 of Clubs', '5 of Hearts', 'Ace of Diamonds', '4 of Clubs', '7 of Clubs', 'Jack of Clubs', 'King of Hearts', '4 of Spades', '10 of Spades', '6 of Spades']",101,0
Jack of Diamonds,"['Jack of Diamonds', '9 of Clubs', '2 of Clubs', '5 of Hearts', 'Ace of Diamonds', '4 of Clubs', '7 of Clubs', 'Jack of Clubs', 'King of Hearts', '4 of Spades', '10 of Spades', '6 of Spades', '4 of Diamonds', '6 of Hearts', 'King of Spades']",0,0
Jack of Diamonds,"['Jack of Diamonds', '9 of Clubs', '2 of Clubs', '5 of Hearts', 'Ace of Diamonds', '4 of Clubs', '7 of Clubs', 'Jack of Clubs', 'King of Hearts', '4 of Spades', '10 of Spades', '6 of Spades', '4 of Diamonds', '6 of Hearts', 'King of Spades']",43,0
Jack of Diamonds,"['Jack of Diamonds', '9 of Clubs', '2 of Clubs', '5 of Hearts', 'Ace of Diamonds', '4 of Clubs', '7 of Clubs', 'Jack of Clubs', 'King of Hearts', '4 of Spades', '10 of Spades', '6 of Spades', '4 of Diamonds', '6 of Hearts', 'King of Spades']",0,0
King of Spades,"['King of Spades', 'Jack of Diamonds', 'Queen of Clubs', '6 of Spades', '4 of Clubs', '7 of Spades', '4 of Diamonds', '2 of Hearts', 'King of Clubs', '9 of Spades', '7 of Diamonds']",138,1
King of Spades,"['King of Spades', 'Jack of Diamonds', 'Queen of Clubs', '6 of Spades', '4 of Clubs', '7 of Spades', '4 of Diamonds', '2 of Hearts', 'King of Clubs', '9 of Spades', '7 of Diamonds']",102,1
King of Spades,"['King of Spades', 'Jack of Diamonds', 'Queen of Clubs', '6 of Spades', '4 of Clubs', '7 of Spades', '4 of Diamonds', '2 of Hearts', 'King of Clubs', '9 of Spades', '7 of Diamonds', '8 of Spades']",0,1
King of Spades,"['King of Spades', 'Jack of Diamonds', 'Queen of Clubs', '6 of Spades', '4 of Clubs', '7 of Spades', '4 of Diamonds', '2 of Hearts', 'King of Clubs', '9 of Spades', '7 of Diamonds', '8 of Spades']",43,1
King of Spades,"['King of Spades', 'Jack of Diamonds', 'Queen of Clubs', '6 of Spades', '4 of Clubs', '7 of Spades', '4 of Diamonds', '2 of Hearts', 'King of Clubs', '9 of Spades', '7 of Diamonds', '8 of Spades']",0,1
4 of Clubs,"['4 of Clubs', 'Ace of Hearts', '3 of Hearts', '10 of Spades', '10 of Hearts', '5 of Hearts', '6 of Hearts', 'Queen of Spades', '5 of Clubs', '7 of Hearts', '9 of Spades']",140,0
4 of Clubs,"['4 of Clubs', 'Ace of Hearts', '3 of Hearts', '10 of Spades', '10 of Hearts', '5 of Hearts', '6 of Hearts', 'Queen of Spades', '5 of Clubs', '7 of Hearts', '9 of Spades', 'Queen of Diamonds', '8 of Clubs']",105,1
4 of Clubs,"['4 of Clubs', 'Ace of Hearts', '3 of Hearts', '10 of Spades', '10 of Hearts', '5 of Hearts', '6 of Hearts', 'Queen of Spades', '5 of Clubs', '7 of Hearts', '9 of Spades', 'Queen of Diamonds', '8 of Clubs', '2 of Hearts', 'Ace of Clubs', 'King of Hearts']",0,1
4 of Clubs,"['4 of Clubs', 'Ace of Hearts', '3 of Hearts', '10 of Spades', '10 of Hearts', '5 of Hearts', '6 of Hearts', 'Queen of Spades', '5 of Clubs', '7 of Hearts', '9 of Spades', 'Queen of Diamonds', '8 of Clubs', '2 of Hearts', 'Ace of Clubs', 'King of Hearts']",44,1
4 of Clubs,"['4 of Clubs', 'Ace of Hearts', '3 of Hearts', '10 of Spades', '10 of Hearts', '5 of Hearts', '6 of Hearts', 'Queen of Spades', '5 of Clubs', '7 of Hearts', '9 of Spades', 'Queen of Diamonds', '8 of Clubs', '2 of Hearts', 'Ace of Clubs', 'King of Hearts', '4 of Diamonds']",0,1
5 of Hearts,"['5 of Hearts', '7 of Hearts', '2 of Clubs', 'Ace of Clubs', 'King of Hearts', 'Ace of Spades', '9 of Clubs', '4 of Clubs', '4 of Hearts', '2 of Diamonds', '8 of Diamonds']",142,0
5 of Hearts,"['5 of Hearts', '7 of Hearts', '2 of Clubs', 'Ace of Clubs', 'King of Hearts', 'Ace of Spades', '9 of Clubs', '4 of Clubs', '4 of Hearts', '2 of Diamonds', '8 of Diamonds', '4 of Diamonds', '5 of Clubs']",106,0
5 of Hearts,"['5 of Hearts', '7 of Hearts', '2 of Clubs', 'Ace of Clubs', 'King of Hearts', 'Ace of Spades', '9 of Clubs', '4 of Clubs', '4 of Hearts', '2 of Diamonds', '8 of Diamonds', '4 of Diamonds', '5 of Clubs', 'Ace of Diamonds']",0,0
5 of Hearts,"['5 of Hearts', '7 of Hearts', '2 of Clubs', 'Ace of Clubs', 'King of Hearts', 'Ace of Spades', '9 of Clubs', '4 of Clubs', '4 of Hearts', '2 of Diamonds', '8 of Diamonds', '4 of Diamonds', '5 of Clubs', 'Ace of Diamonds']",44,0
5 of Hearts,"['5 of Hearts', '7 of Hearts', '2 of Clubs', 'Ace of Clubs', 'King of Hearts', 'Ace of Spades', '9 of Clubs', '4 of Clubs', '4 of Hearts', '2 of Diamonds', '8 of Diamonds', '4 of Diamonds', '5 of Clubs', 'Ace of Diamonds']",0,0
